log_id,zone_id,date,wind_speed_kmph,visibility_km,precipitation_mm
1794,20,2025-07-23,0.3,9.5,0.0
1795,20,2025-07-24,7.7,10.0,0.0
1796,20,2025-07-25,14.7,7.2,0.0
1797,20,2025-07-26,18.7,8.1,0.0
1798,20,2025-07-27,6.8,5.9,2.6
1799,20,2025-07-28,12.8,7.6,0.0
1800,20,2025-07-29,5.9,7.5,0.2
1463,17,2025-05-23,4.8,10.0,0.0
511,6,2025-06-30,2.3,10.0,0.4
613,7,2025-07-12,2.5,8.9,2.2
1323,15,2025-07-02,14.6,9.8,0.0
994,12,2025-05-04,20.8,9.1,1.3
191,3,2025-05-11,11.6,8.9,0.0
1717,20,2025-05-07,11.2,10.0,0.0
1049,12,2025-06-28,4.2,10.0,0.0
1408,16,2025-06-27,1.8,10.0,7.8
882,10,2025-07-11,1.6,8.8,0.9
901,11,2025-05-01,33.3,10.0,5.2
1428,16,2025-07-17,10.6,9.5,4.5
159,2,2025-07-08,14.7,10.0,0.0
1202,14,2025-06-01,11.2,9.0,0.0
680,8,2025-06-19,22.1,7.4,0.0
